Date;USDPEN;Outright 3M;ATM VOL MID, 3M;USSOC 3M;Tasa Efectiva 3M;Tasa Implicita 3M;;;;;;
20/06/2017;3.2725;3.2815;0.0547;0.01158;1.16304%;0.000577773;;;;;;
19/06/2017;3.2665;3.2865;0.054825;0.01157;1.16203%;-0.012780699;;;;;;
16/06/2017;3.273;3.2805;0.05675;0.011577;1.16274%;0.002407756;;;;;;
15/06/2017;3.2775;3.2845;0.0546;0.01157;1.16203%;0.003023875;;;;;;
14/06/2017;3.2698;3.289;0.055375;0.011571;1.16213%;-0.011794581;;;;;;
13/06/2017;3.279;3.2999;0.0553;0.011575;1.16253%;-0.013760826;;;;;;
12/06/2017;3.2815;3.3005;0.05555;0.011575;1.16253%;-0.01146879;;;;;;
09/06/2017;3.268;3.2917;0.0552;0.01158;1.16304%;-0.017191133;;;;;;
08/06/2017;3.2695;3.3;0.0552;0.011575;1.16253%;-0.025258837;;;;;;
07/06/2017;3.271;3.3065;0.055475;0.011575;1.16253%;-0.031124961;;;;;;
06/06/2017;3.267;3.2995;0.054875;0.011575;1.16253%;-0.027647564;;;;;;
05/06/2017;3.2682;3.3065;0.0568;0.011555;1.16052%;-0.034457415;;;;;;
02/06/2017;3.2723;3.306;0.056025;0.011565;1.16153%;-0.02900628;;;;;;
01/06/2017;3.274;3.295;0.0565;0.01157;1.16203%;-0.013923614;;;;;;
31/05/2017;3.2705;3.297;0.055975;0.01158;1.16304%;-0.020503948;;;;;;
30/05/2017;3.2825;3.2955;0.056525;0.01158;1.16304%;-0.004238021;;;;;;
29/05/2017;3.284;3.294;0.05715;0.01158;1.16304%;-0.000598311;;;;;;
26/05/2017;3.275;3.297;0.058425;0.01158;1.16304%;-0.015101915;;;;;;
25/05/2017;3.269;3.3;0.059675;0.011575;1.16253%;-0.025854963;;;;;;
24/05/2017;3.2675;3.3035;0.060125;0.011575;1.16253%;-0.031755944;;;;;;
23/05/2017;3.2815;3.2995;0.05955;0.011585;1.16354%;-0.010259975;;;;;;
22/05/2017;3.2765;3.3105;0.06105;0.01158;1.16304%;-0.029292948;;;;;;
19/05/2017;3.267;3.312;0.061;0.01158;1.16304%;-0.042239129;;;;;;
18/05/2017;3.2795;3.303;0.061075;0.01158;1.16304%;-0.016853787;;;;;;
17/05/2017;3.275;3.2975;0.060875;0.011582;1.16324%;-0.015697176;;;;;;
16/05/2017;3.2665;3.2979;0.060925;0.01158;1.16304%;-0.026350638;;;;;;
15/05/2017;3.2635;3.309;0.06125;0.01158;1.16304%;-0.042873669;;;;;;
12/05/2017;3.27;3.304;0.06105;0.01156;1.16102%;-0.029391568;;;;;;
11/05/2017;3.287;3.2949;0.0613;0.01152;1.15699%;0.001903156;;;;;;
10/05/2017;3.2935;3.3075;0.06075;0.01153;1.15799%;-0.005438893;;;;;;
09/05/2017;3.291;3.3045;0.06105;0.01152;1.15699%;-0.004859535;;;;;;
08/05/2017;3.287;3.2935;0.0617;0.0115;1.15497%;0.003587783;;;;;;
05/05/2017;3.268;3.29;0.061725;0.01151;1.15598%;-0.015226959;;;;;;
04/05/2017;3.2835;3.298;0.0616;0.01153;1.15799%;-0.006093137;;;;;;
03/05/2017;3.2505;3.3155;0.06085;0.011525;1.15749%;-0.065449876;;;;;;
02/05/2017;3.249;3.321;0.061125;0.01152;1.15699%;-0.073342543;;;;;;
28/04/2017;3.2438;3.3145;0.06115;0.011515;1.15648%;-0.072021528;;;;;;
27/04/2017;3.2455;3.3005;0.063125;0.01151;1.15598%;-0.054200551;;;;;;
26/04/2017;3.25;3.2935;0.0629;0.0115;1.15497%;-0.040842353;;;;;;
25/04/2017;3.2455;3.3165;0.0641;0.0114;1.14488%;-0.072422164;;;;;;
24/04/2017;3.244;3.28;0.06605;0.01132;1.13681%;-0.032307717;;;;;;
21/04/2017;3.2433;3.2752;0.070075;0.01124;1.12875%;-0.027539855;;;;;;
20/04/2017;3.2438;3.2743;0.069125;0.011141;1.11876%;-0.025965915;;;;;;
19/04/2017;3.2455;3.277;0.0692;0.0109;1.09446%;-0.027369106;;;;;;
18/04/2017;3.2505;3.2785;0.06855;0.010825;1.08690%;-0.023224366;;;;;;
17/04/2017;3.2505;3.2735;0.06965;0.010705;1.07481%;-0.017360511;;;;;;
12/04/2017;3.255;3.2715;0.069725;0.01061;1.06523%;-0.009583112;;;;;;
11/04/2017;3.2535;3.2713;0.069575;0.010525;1.05666%;-0.011249546;;;;;;
10/04/2017;3.2455;3.2746;0.073525;0.01029;1.03298%;-0.025107844;;;;;;
07/04/2017;3.2455;3.2755;0.07385;0.010235;1.02744%;-0.026232298;;;;;;
06/04/2017;3.2485;3.2815;0.072575;0.010125;1.01635%;-0.029861978;;;;;;
05/04/2017;3.2475;3.2835;0.071;0.01012;1.01585%;-0.033419418;;;;;;
04/04/2017;3.253;3.284;0.071075;0.010085;1.01232%;-0.027481197;;;;;;
03/04/2017;3.2505;3.288;0.07345;0.00977;0.98059%;-0.035479795;;;;;;
31/03/2017;3.2485;3.2865;0.070075;0.00977;0.98059%;-0.036093694;;;;;;
30/03/2017;3.2478;3.2745;0.0746;0.009715;0.97505%;-0.022782611;;;;;;
29/03/2017;3.2433;3.271;0.07445;0.00953;0.95641%;-0.024201344;;;;;;
28/03/2017;3.2415;3.277;0.07445;0.00946;0.94936%;-0.033544385;;;;;;
27/03/2017;3.2525;3.2755;0.073875;0.00925;0.92821%;-0.018768703;;;;;;
24/03/2017;3.2408;3.2795;0.073325;0.00929;0.93224%;-0.037483246;;;;;;
23/03/2017;3.2448;3.278;0.07325;0.00929;0.93224%;-0.03095074;;;;;;
22/03/2017;3.2453;3.2745;0.0722;0.00913;0.91613%;-0.026356407;;;;;;
21/03/2017;3.2505;3.276;0.073825;0.00905;0.90808%;-0.021972571;;;;;;
20/03/2017;3.246;3.2665;0.073475;0.00905;0.90808%;-0.016013053;;;;;;
17/03/2017;3.2495;3.27;0.0716;0.009055;0.90858%;-0.015981538;;;;;;
16/03/2017;3.2535;3.2788;0.073275;0.00907;0.91009%;-0.021686311;;;;;;
15/03/2017;3.258;3.265;0.072475;0.009065;0.90959%;0.000469844;;;;;;
14/03/2017;3.2803;3.274;0.072025;0.009055;0.90858%;0.016875181;;;;;;
13/03/2017;3.285;3.274;0.070825;0.009065;0.90959%;0.02272582;;;;;;
10/03/2017;3.2835;3.2805;0.073975;0.00906;0.90908%;0.012787127;;;;;;
09/03/2017;3.289;3.2815;0.073625;0.00907;0.91009%;0.018357934;;;;;;
08/03/2017;3.2965;3.2875;0.073475;0.0091;0.91311%;0.020227124;;;;;;
07/03/2017;3.28;3.2955;0.0739;0.00905;0.90808%;-0.009770098;;;;;;
06/03/2017;3.2945;3.288;0.073875;0.00899;0.90204%;0.017022916;;;;;;
03/03/2017;3.28;3.3165;0.07195;0.008975;0.90053%;-0.034685577;;;;;;
02/03/2017;3.2845;3.3176;0.0722;0.008965;0.89952%;-0.030673538;;;;;;
01/03/2017;3.2595;3.317;0.0718;0.008965;0.89952%;-0.059170018;;;;;;
28/02/2017;3.262;3.3225;0.07465;0.00896;0.89902%;-0.062518308;;;;;;
27/02/2017;3.252;3.328;0.0746;0.008975;0.90053%;-0.080054067;;;;;;
24/02/2017;3.2535;3.3115;0.07385;0.008975;0.90053%;-0.059848954;;;;;;
23/02/2017;3.245;3.3285;0.07325;0.00897;0.90002%;-0.088501791;;;;;;
22/02/2017;3.2455;3.3155;0.07355;0.00898;0.90103%;-0.073541611;;;;;;
21/02/2017;3.247;3.3195;0.077175;0.00898;0.90103%;-0.076293381;;;;;;
20/02/2017;3.247;3.2915;0.077075;0.00899;0.90204%;-0.044449502;;;;;;
17/02/2017;3.264;3.2945;0.076325;0.008985;0.90153%;-0.027834259;;;;;;
16/02/2017;3.249;3.2842;0.075;0.00899;0.90204%;-0.033547787;;;;;;
15/02/2017;3.2457;3.284;0.07545;0.00899;0.90204%;-0.037233801;;;;;;
14/02/2017;3.2582;3.2785;0.0757;0.008995;0.90254%;-0.015734419;;;;;;
13/02/2017;3.261;3.2755;0.073475;0.009;0.90304%;-0.008718412;;;;;;
10/02/2017;3.254;3.279;0.07825;0.009;0.90304%;-0.021391942;;;;;;
09/02/2017;3.268;3.2855;0.07815;0.009015;0.90455%;-0.012281781;;;;;;
08/02/2017;3.2855;3.303;0.077875;0.008985;0.90153%;-0.012199251;;;;;;
07/02/2017;3.296;3.2865;0.07845;0.00899;0.90204%;0.020737786;;;;;;
06/02/2017;3.288;3.2755;0.07855;0.00898;0.90103%;0.024501064;;;;;;
03/02/2017;3.26;3.2895;0.0786;0.00899;0.90204%;-0.026690945;;;;;;
02/02/2017;3.2485;3.2975;0.07865;0.00898;0.90103%;-0.04964063;;;;;;
01/02/2017;3.2705;3.285;0.0781;0.008985;0.90153%;-0.00868226;;;;;;
31/01/2017;3.2715;3.301;0.077875;0.00898;0.90103%;-0.026577917;;;;;;
30/01/2017;3.2925;3.3175;0.0819;0.00899;0.90204%;-0.02105265;;;;;;
27/01/2017;3.292;3.328;0.076075;0.008995;0.90254%;-0.033931039;;;;;;
26/01/2017;3.3015;3.3255;0.077525;0.00898;0.90103%;-0.019803853;;;;;;
25/01/2017;3.295;3.2905;0.07675;0.00899;0.90204%;0.014551323;;;;;;
24/01/2017;3.2845;3.28;0.083875;0.00899;0.90204%;0.014569066;;;;;;
23/01/2017;3.284;3.302;0.081825;0.00897;0.90002%;-0.01282175;;;;;;
20/01/2017;3.2945;3.3035;0.081625;0.00895;0.89801%;-0.001970458;;;;;;
19/01/2017;3.316;3.3335;0.081125;0.00886;0.88895%;-0.012129894;;;;;;
18/01/2017;3.339;3.324;0.080225;0.00874;0.87687%;0.027101134;;;;;;
17/01/2017;3.344;3.335;0.0794;0.00862;0.86479%;0.019580011;;;;;;
16/01/2017;3.37;3.3272;0.078625;0.00855;0.85775%;0.061483454;;;;;;
13/01/2017;3.363;3.323;0.07985;0.00826;0.82856%;0.057717471;;;;;;
12/01/2017;3.362;3.3265;0.082825;0.0082;0.82252%;0.051957743;;;;;;
11/01/2017;3.381;3.334;0.083075;0.008025;0.80492%;0.066105105;;;;;;
10/01/2017;3.3895;3.361;0.082375;0.00787;0.78933%;0.042516753;;;;;;
09/01/2017;3.385;3.3753;0.082525;0.00758;0.76016%;0.019234255;;;;;;
06/01/2017;3.3775;3.3793;0.0785;0.00741;0.74306%;0.00528588;;;;;;
05/01/2017;3.365;3.4075;0.0805;0.007085;0.71038%;-0.042208297;;;;;;
04/01/2017;3.3845;3.4025;0.08065;0.00689;0.69078%;-0.014230781;;;;;;
03/01/2017;3.3944;3.401;0.080625;0.006835;0.68525%;-0.000940355;;;;;;
02/01/2017;3.369;3.42;0.0808;0.00675;0.67671%;-0.051955688;;;;;;
30/12/2016;3.356;3.4275;0.07905;0.00675;0.67671%;-0.074647992;;;;;;
29/12/2016;3.36;3.429;0.079975;0.00669;0.67068%;-0.071909831;;;;;;
28/12/2016;3.355;3.4152;0.081;0.00667;0.66867%;-0.06243829;;;;;;
27/12/2016;3.376;3.404;0.0801;0.006655;0.66716%;-0.026043917;;;;;;
26/12/2016;3.3875;3.4225;0.077625;0.0066;0.66164%;-0.033932727;;;;;;
23/12/2016;3.38;3.4341;0.08225;0.00656;0.65762%;-0.055370098;;;;;;
22/12/2016;3.394;3.407;0.080125;0.00657;0.65862%;-0.008689305;;;;;;
21/12/2016;3.3915;3.396;0.08195;0.00657;0.65862%;0.001261537;;;;;;
20/12/2016;3.4005;3.4;0.082425;0.00657;0.65862%;0.007178445;;;;;;
19/12/2016;3.407;3.3965;0.083225;0.00657;0.65862%;0.019091156;;;;;;
16/12/2016;3.403;3.4155;0.080425;0.00657;0.65862%;-0.008068661;;;;;;
15/12/2016;3.403;3.4275;0.076225;0.00657;0.65862%;-0.021887258;;;;;;
14/12/2016;3.388;3.424;0.07645;0.00658;0.65963%;-0.035074258;;;;;;
13/12/2016;3.395;3.4329;0.07635;0.00658;0.65963%;-0.037125216;;;;;;
12/12/2016;3.401;3.431;0.0796;0.00655;0.65661%;-0.02817972;;;;;;
09/12/2016;3.4065;3.44;0.077025;0.006595;0.66113%;-0.032030627;;;;;;
07/12/2016;3.4035;3.4475;0.074575;0.00658;0.65963%;-0.043816533;;;;;;
06/12/2016;3.4135;3.441;0.07595;0.00659;0.66063%;-0.025188635;;;;;;
05/12/2016;3.4185;3.4415;0.0755;0.00659;0.66063%;-0.020034273;;;;;;
02/12/2016;3.418;3.4265;0.0752;0.00657;0.65862%;-0.003364706;;;;;;
01/12/2016;3.4155;3.4327;0.0759;0.00657;0.65862%;-0.013437207;;;;;;
30/11/2016;3.4135;3.4455;0.075475;0.00656;0.65762%;-0.030300325;;;;;;
29/11/2016;3.4175;3.4465;0.07525;0.006555;0.65711%;-0.026882166;;;;;;
28/11/2016;3.4167;3.444;0.074875;0.00656;0.65762%;-0.024962189;;;;;;
25/11/2016;3.4225;3.454;0.07615;0.00656;0.65762%;-0.029643918;;;;;;
24/11/2016;3.4125;3.464;0.07505;0.00654;0.65561%;-0.05198093;;;;;;
23/11/2016;3.424;3.4595;0.07845;0.00654;0.65561%;-0.034127834;;;;;;
22/11/2016;3.419;3.463;0.077825;0.006545;0.65611%;-0.043628619;;;;;;
21/11/2016;3.419;3.453;0.077925;0.006525;0.65410%;-0.032520988;;;;;;
16/11/2016;3.405;3.464;0.074875;0.006525;0.65410%;-0.060301801;;;;;;
15/11/2016;3.4185;3.464;0.0808;0.006535;0.65510%;-0.045300704;;;;;;
14/11/2016;3.4375;3.4695;0.08205;0.00654;0.65561%;-0.030068137;;;;;;
11/11/2016;3.408;3.4585;0.082125;0.00654;0.65561%;-0.050958528;;;;;;
10/11/2016;3.403;3.4675;0.08245;0.00654;0.65561%;-0.066273072;;;;;;
09/11/2016;3.376;3.4665;0.0822;0.00655;0.65661%;-0.094502541;;;;;;
08/11/2016;3.3555;3.4665;0.0814;0.00656;0.65762%;-0.116287918;;;;;;
07/11/2016;3.373;3.446;0.082175;0.00646;0.64757%;-0.076137048;;;;;;
04/11/2016;3.3885;3.448;0.081875;0.00653;0.65460%;-0.061153564;;;;;;
03/11/2016;3.379;3.466;0.0815;0.00648;0.64958%;-0.090818721;;;;;;
02/11/2016;3.389;3.471;0.08155;0.00633;0.63450%;-0.085434674;;;;;;
31/10/2016;3.3635;3.442;0.080375;0.00637;0.63852%;-0.082330031;;;;;;
28/10/2016;3.365;3.422;0.081575;0.00636;0.63752%;-0.059020477;;;;;;
27/10/2016;3.3625;3.406;0.0795;0.006355;0.63702%;-0.044065031;;;;;;
26/10/2016;3.369;3.39;0.0761;0.00637;0.63852%;-0.018320987;;;;;;
25/10/2016;3.352;3.4075;0.076975;0.00637;0.63852%;-0.057596615;;;;;;
24/10/2016;3.364;3.42;0.075775;0.006375;0.63903%;-0.057923983;;;;;;
21/10/2016;3.36;3.4125;0.07595;0.00636;0.63752%;-0.054141026;;;;;;
20/10/2016;3.3753;3.4225;0.07585;0.00638;0.63953%;-0.047983925;;;;;;
19/10/2016;3.382;3.398;0.07605;0.00638;0.63953%;-0.012426321;;;;;;
18/10/2016;3.3825;3.4;0.08405;0.00637;0.63852%;-0.014175043;;;;;;
17/10/2016;3.3978;3.3985;0.08255;0.0063;0.63149%;0.00548606;;;;;;
14/10/2016;3.402;3.403;0.081925;0.00619;0.62044%;0.005022178;;;;;;
13/10/2016;3.4055;3.387;0.082675;0.006115;0.61290%;0.028291947;;;;;;
12/10/2016;3.401;3.3985;0.0834;0.00582;0.58327%;0.008795619;;;;;;
11/10/2016;3.403;3.395;0.0819;0.00579;0.58026%;0.015316464;;;;;;
10/10/2016;3.3945;3.4108;0.082525;0.00575;0.57624%;-0.013326112;;;;;;
07/10/2016;3.4037;3.4175;0.082275;0.0056;0.56118%;-0.01053291;;;;;;
06/10/2016;3.4085;3.4168;0.080775;0.00552;0.55314%;-0.004203461;;;;;;
05/10/2016;3.4025;3.4285;0.082425;0.00532;0.53306%;-0.024819896;;;;;;
04/10/2016;3.403;3.44;0.083325;0.005265;0.52754%;-0.03728202;;;;;;
03/10/2016;3.385;3.443;0.08185;0.00523;0.52403%;-0.060803473;;;;;;
30/09/2016;3.3835;3.436;0.085175;0.005155;0.51650%;-0.054874569;;;;;;
29/09/2016;3.396;3.4355;0.086925;0.005115;0.51248%;-0.040310127;;;;;;
28/09/2016;3.373;3.4265;0.08485;0.0051;0.51098%;-0.056208827;;;;;;
27/09/2016;3.3655;3.4415;0.08785;0.004935;0.49441%;-0.080928696;;;;;;
26/09/2016;3.3685;3.444;0.088825;0.004655;0.46631%;-0.080579673;;;;;;
23/09/2016;3.357;3.4355;0.08725;0.00459;0.45979%;-0.084121588;;;;;;
22/09/2016;3.344;3.439;0.08675;0.004505;0.45126%;-0.101968093;;;;;;
21/09/2016;3.3685;3.423;0.084625;0.00434;0.43471%;-0.058105141;;;;;;
20/09/2016;3.389;3.4215;0.087325;0.004335;0.43421%;-0.033277682;;;;;;
19/09/2016;3.3885;3.429;0.0849;0.00415;0.41565%;-0.042450118;;;;;;
16/09/2016;3.3935;3.4055;0.0849;0.004055;0.40612%;-0.010016292;;;;;;
15/09/2016;3.385;3.3965;0.08685;0.00406;0.40662%;-0.00946333;;;;;;
14/09/2016;3.3935;3.3955;0.085075;0.00406;0.40662%;0.001702635;;;;;;
13/09/2016;3.409;3.3925;0.0866;0.004055;0.40612%;0.023737829;;;;;;
12/09/2016;3.399;3.376;0.0851;0.00406;0.40662%;0.031709068;;;;;;
09/09/2016;3.3955;3.4055;0.084475;0.004065;0.40712%;-0.007670479;;;;;;
08/09/2016;3.367;3.4225;0.084575;0.004065;0.40712%;-0.059490582;;;;;;
07/09/2016;3.3635;3.4205;0.08605;0.004065;0.40712%;-0.06120264;;;;;;
06/09/2016;3.3625;3.4265;0.089825;0.00413;0.41364%;-0.068808639;;;;;;
05/09/2016;3.3975;3.4181;0.0842;0.004135;0.41414%;-0.019847427;;;;;;
02/09/2016;3.3842;3.4265;0.0844;0.004175;0.41815%;-0.044494098;;;;;;
01/09/2016;3.3945;3.4398;0.084325;0.004165;0.41715%;-0.047689925;;;;;;
31/08/2016;3.392;3.4323;0.0861;0.00416;0.41665%;-0.042170653;;;;;;
29/08/2016;3.3795;3.4282;0.086275;0.00415;0.41565%;-0.05169817;;;;;;
26/08/2016;3.354;3.3997;0.08435;0.00416;0.41665%;-0.04874801;;;;;;
25/08/2016;3.3485;3.3956;0.08435;0.004155;0.41615%;-0.050404451;;;;;;
24/08/2016;3.3525;3.3953;0.088675;0.004115;0.41214%;-0.045559773;;;;;;
23/08/2016;3.362;3.4306;0.086025;0.004115;0.41214%;-0.073817211;;;;;;
22/08/2016;3.351;3.4173;0.0874;0.0041;0.41063%;-0.071578946;;;;;;
19/08/2016;3.321;3.4263;0.0862;0.004115;0.41214%;-0.113742016;;;;;;
18/08/2016;3.3045;3.4235;0.0898;0.004095;0.41013%;-0.128395985;;;;;;
17/08/2016;3.311;3.411;0.0888;0.004115;0.41214%;-0.108551931;;;;;;
16/08/2016;3.308;3.404;0.088;0.004115;0.41214%;-0.104449664;;;;;;
15/08/2016;3.309;3.388;0.089825;0.004075;0.40812%;-0.08634484;;;;;;
12/08/2016;3.315;3.38;0.089775;0.004035;0.40411%;-0.070993346;;;;;;
11/08/2016;3.307;3.385;0.08905;0.00406;0.40662%;-0.085330013;;;;;;
10/08/2016;3.3075;3.3916;0.08665;0.00413;0.41364%;-0.091816482;;;;;;
09/08/2016;3.3075;3.3822;0.090625;0.00408;0.40862%;-0.081723883;;;;;;
08/08/2016;3.3135;3.351;0.091025;0.004025;0.40311%;-0.040163315;;;;;;
05/08/2016;3.332;3.3338;0.090075;0.00401;0.40160%;0.001849419;;;;;;
04/08/2016;3.333;3.34;0.090075;0.004;0.40060%;-0.00438439;;;;;;
03/08/2016;3.35;3.3357;0.092125;0.00398;0.39859%;0.021313144;;;;;;
02/08/2016;3.3495;3.3379;0.091825;0.003905;0.39107%;0.017938956;;;;;;
01/08/2016;3.3455;3.3447;0.09205;0.0039;0.39057%;0.004866526;;;;;;
29/07/2016;3.352;3.3314;0.09215;0.00391;0.39157%;0.028978206;;;;;;
28/07/2016;3.367;3.3357;0.09245;0.003915;0.39208%;0.042134941;;;;;;
27/07/2016;3.3523;3.336;0.0923;0.00391;0.39157%;0.023680905;;;;;;
26/07/2016;3.358;3.343;0.09205;0.003935;0.39408%;0.022081128;;;;;;
25/07/2016;3.3735;3.3621;0.0935;0.004315;0.43220%;0.018012995;;;;;;
22/07/2016;3.3225;3.3615;0.092775;0.00421;0.42167%;-0.041582104;;;;;;
21/07/2016;3.3285;3.3808;0.092425;0.004215;0.42217%;-0.05649129;;;;;;
20/07/2016;3.3155;3.3802;0.0923;0.004185;0.41916%;-0.070513446;;;;;;
19/07/2016;3.302;3.376;0.0919;0.004205;0.42116%;-0.080982518;;;;;;
18/07/2016;3.284;3.3825;0.092;0.004205;0.42116%;-0.107749866;;;;;;
15/07/2016;3.278;3.3975;0.0909;0.004175;0.41815%;-0.129817852;;;;;;
14/07/2016;3.279;3.3825;0.090925;0.004345;0.43521%;-0.113047359;;;;;;
13/07/2016;3.2805;3.3885;0.0911;0.004275;0.42819%;-0.117761866;;;;;;
12/07/2016;3.2815;3.4012;0.091;0.004135;0.41414%;-0.129926718;;;;;;
11/07/2016;3.281;3.3525;0.091175;0.00419;0.41966%;-0.078769057;;;;;;
08/07/2016;3.2825;3.358;0.091;0.004255;0.42618%;-0.083055367;;;;;;
07/07/2016;3.282;3.344;0.09055;0.00423;0.42367%;-0.068194377;;;;;;
06/07/2016;3.2825;3.3274;0.0904;0.004215;0.42217%;-0.048894972;;;;;;
05/07/2016;3.2845;3.3109;0.0897;0.004175;0.41815%;-0.02746544;;;;;;
04/07/2016;3.2855;3.3115;0.090275;0.004115;0.41214%;-0.027044333;;;;;;
01/07/2016;3.2865;3.3125;0.0897;0.004175;0.41815%;-0.026976717;;;;;;
30/06/2016;3.2855;3.3135;0.0889;0.00421;0.42167%;-0.029299162;;;;;;
28/06/2016;3.3025;3.3155;0.09;0.00412;0.41264%;-0.011529874;;;;;;
27/06/2016;3.3235;3.319;0.087375;0.00408;0.40862%;0.009542813;;;;;;
24/06/2016;3.312;3.315;0.0865;0.00406;0.40662%;0.000436488;;;;;;
23/06/2016;3.285;3.317;0.08655;0.004055;0.40612%;-0.034127544;;;;;;
22/06/2016;3.2863;3.3175;0.0862;0.004025;0.40311%;-0.03320976;;;;;;
21/06/2016;3.2873;3.3175;0.08615;0.004005;0.40110%;-0.03205181;;;;;;
20/06/2016;3.2885;3.317;0.08785;0.003995;0.40010%;-0.030062748;;;;;;
17/06/2016;3.3175;3.32;0.08915;0.003995;0.40010%;0.000980304;;;;;;
16/06/2016;3.3335;3.3205;0.0868;0.00399;0.39960%;0.01981142;;;;;;
15/06/2016;3.3116;3.336;0.08745;0.003985;0.39910%;-0.025061704;;;;;;
14/06/2016;3.34;3.3575;0.087425;0.003985;0.39910%;-0.016778008;;;;;;
13/06/2016;3.325;3.345;0.08625;0.003995;0.40010%;-0.019796496;;;;;;
10/06/2016;3.3325;3.312;0.089575;0.003985;0.39910%;0.029079962;;;;;;
09/06/2016;3.3085;3.3195;0.08655;0.003985;0.39910%;-0.009250947;;;;;;
08/06/2016;3.2975;3.321;0.0871;0.003985;0.39910%;-0.024126519;;;;;;
07/06/2016;3.3015;3.3245;0.0883;0.003985;0.39910%;-0.02350582;;;;;;
06/06/2016;3.3095;3.35;0.0923;0.003985;0.39910%;-0.043686877;;;;;;
03/06/2016;3.336;3.3695;0.092125;0.003985;0.39910%;-0.035344762;;;;;;
02/06/2016;3.3727;3.346;0.0909;0.003935;0.39408%;0.036370906;;;;;;
01/06/2016;3.367;3.3735;0.09065;0.00393;0.39358%;-0.003779333;;;;;;
31/05/2016;3.377;3.3595;0.091175;0.003975;0.39809%;0.025064337;;;;;;
30/05/2016;3.366;3.3635;0.0928;0.00392;0.39258%;0.006913861;;;;;;
27/05/2016;3.351;3.3435;0.092425;0.003985;0.39910%;0.013029758;;;;;;
26/05/2016;3.3445;3.3385;0.091525;0.003925;0.39308%;0.011167375;;;;;;
25/05/2016;3.3395;3.3445;0.092025;0.00392;0.39258%;-0.002064228;;;;;;
24/05/2016;3.345;3.357;0.0913;0.00392;0.39258%;-0.010352062;;;;;;
23/05/2016;3.345;3.3755;0.0912;0.0039;0.39057%;-0.031889429;;;;;;
20/05/2016;3.3335;3.4085;0.090725;0.003885;0.38907%;-0.081593265;;;;;;
19/05/2016;3.3435;3.414;0.084375;0.0039;0.39057%;-0.076484548;;;;;;
18/05/2016;3.327;3.417;0.08475;0.003915;0.39208%;-0.097742045;;;;;;
17/05/2016;3.312;3.404;0.08495;0.003875;0.38806%;-0.100325972;;;;;;
16/05/2016;3.33;3.393;0.0852;0.00386;0.38656%;-0.068641111;;;;;;
13/05/2016;3.3365;3.3835;0.085425;0.003845;0.38505%;-0.050775687;;;;;;
12/05/2016;3.3265;3.3785;0.0847;0.003845;0.38505%;-0.05654003;;;;;;
11/05/2016;3.33;3.384;0.089775;0.003825;0.38305%;-0.058726354;;;;;;
10/05/2016;3.3345;3.385;0.097775;0.00382;0.38255%;-0.054750605;;;;;;
09/05/2016;3.3355;3.3745;0.0977;0.003795;0.38004%;-0.041806068;;;;;;
06/05/2016;3.3112;3.3845;0.097425;0.00378;0.37854%;-0.080388406;;;;;;
05/05/2016;3.321;3.3663;0.0984;0.003795;0.38004%;-0.049150899;;;;;;
04/05/2016;3.331;3.3523;0.097625;0.00381;0.38154%;-0.021454786;;;;;;
03/05/2016;3.3325;3.376;0.0978;0.00377;0.37753%;-0.046968183;;;;;;
02/05/2016;3.3035;3.379;0.097675;0.00381;0.38154%;-0.082938731;;;;;;
29/04/2016;3.2875;3.3685;0.097525;0.003815;0.38205%;-0.089305145;;;;;;
28/04/2016;3.2775;3.3695;0.0982;0.003775;0.37803%;-0.10143883;;;;;;
27/04/2016;3.2865;3.377;0.097725;0.00366;0.36650%;-0.099675445;;;;;;
26/04/2016;3.284;3.3785;0.097925;0.003755;0.37603%;-0.103919737;;;;;;
25/04/2016;3.2895;3.3517;0.098575;0.003735;0.37402%;-0.068719867;;;;;;
22/04/2016;3.2695;3.3615;0.097675;0.003715;0.37202%;-0.101732763;;;;;;
21/04/2016;3.2682;3.3735;0.09835;0.003725;0.37302%;-0.115844529;;;;;;
20/04/2016;3.2425;3.375;0.0977;0.003715;0.37202%;-0.14485948;;;;;;
19/04/2016;3.25;3.346;0.097825;0.003715;0.37202%;-0.106607396;;;;;;
18/04/2016;3.272;3.328;0.097775;0.003665;0.36700%;-0.062198614;;;;;;
15/04/2016;3.2755;3.321;0.097475;0.003695;0.37001%;-0.050185293;;;;;;
14/04/2016;3.274;3.3285;0.0983;0.003685;0.36901%;-0.060449574;;;;;;
13/04/2016;3.27;3.3275;0.0974;0.00371;0.37152%;-0.063884923;;;;;;
12/04/2016;3.2665;3.3315;0.102625;0.003715;0.37202%;-0.072350243;;;;;;
11/04/2016;3.2875;3.3088;0.1029;0.00369;0.36951%;-0.021901066;;;;;;
08/04/2016;3.3825;3.3105;0.10235;0.003715;0.37202%;0.093929937;;;;;;
07/04/2016;3.395;3.285;0.102975;0.003715;0.37202%;0.145065353;;;;;;
06/04/2016;3.387;3.2935;0.1043;0.003725;0.37302%;0.122657054;;;;;;
05/04/2016;3.3725;3.3075;0.10445;0.004005;0.40110%;0.085292748;;;;;;
04/04/2016;3.351;3.3128;0.104125;0.003995;0.40010%;0.051116811;;;;;;
01/04/2016;3.342;3.323;0.104325;0.004;0.40060%;0.027166217;;;;;;
31/03/2016;3.313;3.3077;0.10445;0.00406;0.40662%;0.010517018;;;;;;
